Date,Open,High,Low,Close,Volume
2022-04-01,3406.11,3414.98,3343.73,3391.46,6619236
2022-04-04,3337.4,3385.35,3243.82,3320.9,10175526
2022-04-05,3309.34,3337.19,3247.12,3302.07,9108196
2022-04-06,3311.44,3347.32,3292.17,3318.5,1003196
2022-04-07,3240.91,3247.33,3203.21,3228.65,10938256
2022-04-08,3199.31,3231.27,3139.83,3213.8,4657919
2022-04-11,3189.56,3263.69,3124.01,3198.16,7129877
2022-04-12,3256.72,3268.77,3179.77,3243.83,7105661
2022-04-13,3224.74,3279.02,3208.36,3232.62,8142727
2022-04-14,3237.2,3301.84,3173.48,3246.27,13067196
2022-04-15,3240.36,3296.25,3217.66,3252.13,3603680
2022-04-18,3195.55,3201.76,3110.95,3184.11,10858625
2022-04-19,3209.82,3276.16,3169.57,3209.82,12055901
2022-04-20,3223.6,3234.74,3160.44,3217.98,7209774
2022-04-21,3227.13,3301.05,3205.74,3235.57,12173395
2022-04-22,3372.53,3440.77,3295.48,3363.85,1858811
2022-04-25,3303.6,3340.03,3254.78,3295.03,5064337
2022-04-26,3346.83,3405.8,3285.09,3353.12,14747562
2022-04-27,3341.76,3393.38,3308.87,3344.74,12053257
2022-04-28,3345.87,3398.51,3330.36,3355.61,4636119
2022-04-29,3371.33,3431.66,3279.96,3355.34,12445751
2022-05-02,3347.21,3418.81,3316.72,3342.35,4556995
2022-05-03,3338.98,3363.48,3280.88,3324.53,2667108
2022-05-04,3330.14,3394.43,3261.76,3336.7,3853507
2022-05-05,3296.55,3364.66,3233.21,3287.28,8593548
2022-05-06,3321.95,3393.45,3240.97,3313.14,11169944
2022-05-09,3306.86,3350.63,3264.25,3300.53,10013196
2022-05-10,3279.6,3310.28,3232.33,3264.4,8793404
2022-05-11,3247.39,3285.22,3176.46,3250.85,3154327
2022-05-12,3280.69,3372.46,3243.86,3292.85,5070081
2022-05-13,3281.97,3302.09,3247.82,3276.35,10538735
2022-05-16,3296.75,3343.79,3268.56,3289.2,14388320
2022-05-17,3268.72,3301.06,3218.16,3266.27,11878521
2022-05-18,3282.46,3326.94,3272.37,3292.11,4917000
2022-05-19,3315.91,3359.19,3268.39,3315.76,12066914
2022-05-20,3371.79,3462.5,3320.31,3378.13,11603512
2022-05-23,3370.84,3393.86,3346.17,3373.28,9173542
2022-05-24,3401.84,3453.2,3345.48,3396.91,3350716
2022-05-25,3409.64,3423.92,3348.37,3401.3,13876169
2022-05-26,3437.2,3474.31,3394.06,3446.43,11208064
2022-05-27,3419.46,3469.9,3395.1,3422.7,2264008
2022-05-30,3441.26,3501.69,3420.39,3449.23,7456942
2022-05-31,3433.15,3478.57,3385.23,3443.53,3768654
2022-06-01,3452.08,3481.32,3379.21,3442.32,8061944
2022-06-02,3460.57,3469.7,3394.22,3446.47,10770820
2022-06-03,3451.65,3494.38,3409.32,3456.14,10647720
2022-06-06,3461.75,3537.1,3383.21,3453.08,4876345
2022-06-07,3475.18,3544.14,3429.86,3461.43,14708181
2022-06-08,3529.16,3558.13,3463.28,3516.99,12569471
2022-06-09,3541.31,3610.9,3487.5,3552.58,7057174
2022-06-10,3600.73,3667.5,3502.42,3584.37,3233414
2022-06-13,3564.55,3587.24,3496.78,3568.96,11031671
2022-06-14,3532.42,3613.16,3516.83,3538.11,7134678
2022-06-15,3557.14,3658.4,3505.25,3572.77,9392939
2022-06-16,3604.43,3629.54,3526.98,3604.93,2565976
2022-06-17,3644.56,3688.97,3601.1,3658.86,4976808
2022-06-20,3628.46,3725.69,3569.01,3637.61,8630725
2022-06-21,3623.43,3687.25,3541.87,3630.07,9601462
2022-06-22,3582.39,3590.23,3505.15,3571.36,5744353
2022-06-23,3571.47,3594.23,3507.88,3558.11,14372606
2022-06-24,3587.21,3644.63,3544.12,3594.31,2553416
2022-06-27,3591.12,3645.76,3514.34,3578.28,8260219
2022-06-28,3614.78,3672.74,3544.09,3601.92,3956156
2022-06-29,3605.27,3685.32,3575.3,3595.76,14362992
2022-06-30,3595.35,3646.88,3545.12,3608.09,3281696
2022-07-01,3574.14,3623.59,3496.59,3567.35,2133243
2022-07-04,3586.93,3626.98,3499.15,3571.03,1004677
2022-07-05,3471.17,3510.28,3409.95,3464.84,9593188
2022-07-06,3453.13,3487.96,3425.03,3458.96,1130334
2022-07-07,3403.15,3486.68,3332.07,3403.13,5557885
2022-07-08,3449.74,3520.73,3407.47,3444.72,6162425
2022-07-11,3472.4,3524.0,3386.7,3472.04,11440717
2022-07-12,3475.5,3548.3,3430.77,3488.76,3508963
2022-07-13,3535.68,3576.15,3508.74,3542.33,8820707
2022-07-14,3519.83,3564.93,3445.26,3509.22,6827316
2022-07-15,3583.92,3638.51,3522.0,3571.02,11270542
2022-07-18,3591.7,3659.94,3529.44,3604.78,12085319
2022-07-19,3612.98,3685.93,3560.16,3596.71,1558745
2022-07-20,3631.76,3700.66,3550.85,3637.99,9955427
2022-07-21,3604.01,3642.86,3569.57,3598.17,13186651
2022-07-22,3577.9,3641.87,3493.84,3568.91,9582851
2022-07-25,3558.65,3577.41,3520.93,3547.58,13840143
2022-07-26,3544.92,3573.97,3465.84,3529.19,3870741
2022-07-27,3485.72,3533.95,3455.42,3492.25,8910091
2022-07-28,3547.97,3583.51,3469.49,3535.3,1617423
2022-07-29,3513.48,3599.24,3502.2,3526.47,9979250
2022-08-01,3546.47,3591.18,3459.69,3539.21,10025639
2022-08-02,3527.83,3592.8,3443.9,3519.32,3865893
2022-08-03,3461.67,3512.64,3403.21,3455.52,11391977
2022-08-04,3456.53,3506.15,3384.17,3465.12,2250844
2022-08-05,3411.78,3471.16,3327.45,3399.1,1916094
2022-08-08,3385.75,3430.17,3376.19,3397.0,5289361
2022-08-09,3335.78,3382.52,3332.41,3350.73,10475593
2022-08-10,3424.96,3469.1,3357.8,3417.52,1246889
2022-08-11,3448.02,3484.1,3426.33,3448.87,7719142
2022-08-12,3464.75,3470.59,3404.0,3452.7,2465088
2022-08-15,3492.42,3559.32,3427.95,3496.5,7147878
2022-08-16,3455.57,3519.85,3429.1,3467.07,7615316
2022-08-17,3497.8,3534.56,3444.86,3486.07,14458496
2022-08-18,3494.88,3578.2,3474.95,3493.17,6269262
2022-08-19,3491.64,3560.05,3433.53,3502.53,5184251
2022-08-22,3555.03,3626.21,3506.21,3547.21,12500860
2022-08-23,3573.71,3601.14,3487.7,3573.31,7838163
2022-08-24,3587.47,3642.45,3502.29,3583.73,5275542
2022-08-25,3523.14,3603.33,3436.69,3524.52,6236840
2022-08-26,3502.25,3548.93,3473.28,3490.77,2743227
2022-08-29,3498.06,3554.07,3455.34,3486.56,11760301
2022-08-30,3497.2,3533.31,3457.55,3489.89,13558255
2022-08-31,3436.89,3474.14,3399.42,3450.51,8660064
2022-09-01,3545.75,3583.81,3466.64,3533.78,1586470
2022-09-02,3593.55,3633.65,3508.58,3587.41,8170364
2022-09-05,3616.17,3689.69,3539.38,3609.06,4974409
2022-09-06,3606.74,3647.38,3548.56,3611.69,12693749
2022-09-07,3617.73,3691.76,3568.48,3604.06,1177216
2022-09-08,3577.83,3656.04,3519.07,3569.78,5649292
2022-09-09,3558.73,3608.12,3488.79,3572.57,3176512
2022-09-12,3578.49,3624.64,3493.54,3581.79,4683460
2022-09-13,3551.0,3618.38,3456.14,3537.33,11924623
2022-09-14,3533.09,3635.52,3489.57,3549.16,9512270
2022-09-15,3560.01,3592.81,3521.21,3543.66,2818352
2022-09-16,3482.29,3515.76,3433.47,3476.06,4244571
2022-09-19,3450.68,3499.65,3415.27,3446.16,3894558
2022-09-20,3424.03,3496.27,3378.12,3431.9,10025046
2022-09-21,3487.9,3533.3,3434.56,3496.69,2480175
2022-09-22,3531.69,3585.52,3435.87,3516.15,2829484
2022-09-23,3462.19,3490.12,3443.24,3469.19,2667690
2022-09-26,3495.66,3506.92,3453.51,3486.05,5419425
2022-09-27,3428.45,3475.79,3357.85,3432.12,11357644
2022-09-28,3456.76,3511.15,3418.09,3469.28,8217037
2022-09-29,3436.04,3492.0,3400.27,3452.94,6017226
2022-09-30,3451.23,3500.83,3406.59,3449.71,13300059
2022-10-03,3512.08,3535.35,3474.21,3495.45,3746153
2022-10-04,3445.95,3480.99,3404.22,3450.47,9360927
2022-10-05,3397.42,3440.35,3353.98,3402.28,2104188
2022-10-06,3377.16,3465.3,3301.28,3382.44,14929791
2022-10-07,3418.28,3462.77,3336.44,3417.58,13098334
2022-10-10,3363.68,3412.45,3294.15,3365.68,8292496
2022-10-11,3282.81,3324.45,3190.75,3270.39,6125614
2022-10-12,3255.85,3335.98,3222.68,3255.67,4783112
2022-10-13,3273.93,3305.86,3239.19,3273.67,3306569
2022-10-14,3301.03,3374.72,3239.2,3313.01,1211463
2022-10-17,3313.64,3361.43,3270.42,3297.72,8185300
2022-10-18,3276.0,3340.52,3212.27,3284.21,11056396
2022-10-19,3308.0,3344.67,3259.13,3322.17,1268602
2022-10-20,3265.45,3320.56,3194.86,3260.13,3394820
2022-10-21,3250.64,3267.94,3190.53,3247.54,10050821
2022-10-24,3251.05,3308.87,3189.04,3253.81,6545501
2022-10-25,3265.98,3333.21,3218.77,3268.52,5736912
2022-10-26,3261.23,3281.95,3197.16,3251.96,11579914
2022-10-27,3243.3,3324.22,3236.06,3253.2,12062291
2022-10-28,3182.53,3190.16,3096.61,3172.37,13235311
2022-10-31,3156.3,3220.56,3081.79,3151.62,3507720
2022-11-01,3163.48,3211.03,3090.24,3166.05,4742849
2022-11-02,3133.78,3164.41,3095.96,3135.09,9482084
2022-11-03,3129.47,3161.18,3062.09,3137.1,1114560
2022-11-04,3159.23,3227.13,3125.22,3151.29,6115011
2022-11-07,3141.08,3160.94,3094.31,3140.67,2349987
2022-11-08,3140.58,3174.47,3100.72,3146.21,13096565
2022-11-09,3119.12,3153.38,3073.22,3116.13,10257849
2022-11-10,3125.32,3164.03,3042.78,3109.9,1549656
2022-11-11,3127.07,3178.84,3063.24,3129.1,12827464
2022-11-14,3147.43,3157.79,3075.87,3134.25,4580885
2022-11-15,3111.28,3149.75,3075.2,3116.11,8544022
2022-11-16,3109.45,3153.89,3058.4,3123.36,4403209
2022-11-17,3136.65,3175.12,3074.62,3145.95,11486561
2022-11-18,3079.24,3122.5,3064.5,3081.75,12116586
2022-11-21,3109.02,3177.25,3041.19,3117.76,3995785
2022-11-22,3092.06,3136.64,3079.79,3107.59,4980125
2022-11-23,3134.09,3159.63,3092.3,3121.14,7901013
2022-11-24,3169.71,3199.34,3098.65,3158.84,2826629
2022-11-25,3123.42,3192.3,3046.43,3115.87,11783873
2022-11-28,3083.86,3168.68,3025.79,3094.13,6718365
2022-11-29,3073.87,3150.39,3051.48,3085.58,9289985
2022-11-30,3048.55,3091.9,3024.61,3061.79,9480287
2022-12-01,3122.3,3135.13,3086.2,3115.32,12166825
2022-12-02,3102.3,3124.07,3069.74,3089.05,2339083
2022-12-05,3070.19,3104.08,3038.03,3072.32,6404672
2022-12-06,3067.32,3125.6,3011.67,3079.05,12413236
2022-12-07,3042.88,3105.04,2981.25,3042.5,4703367
2022-12-08,3026.35,3098.12,3006.21,3030.94,8975343
2022-12-09,3037.24,3107.63,2977.75,3041.04,6934385
2022-12-12,3035.1,3068.39,2960.03,3031.42,14195148
2022-12-13,3035.73,3085.89,2995.99,3029.11,4890702
2022-12-14,3001.87,3047.53,2962.53,3013.6,13377003
2022-12-15,2954.72,2986.97,2948.92,2968.51,3374151
2022-12-16,2993.33,3035.29,2942.88,2978.6,7720841
2022-12-19,3023.34,3047.19,2961.14,3031.44,8601709
2022-12-20,3019.06,3072.57,3014.27,3032.59,1177476
2022-12-21,3030.6,3075.26,2979.75,3040.03,2199217
2022-12-22,3047.59,3119.48,3005.82,3061.71,3675877
2022-12-23,3020.22,3084.94,2972.23,3023.49,9306042
2022-12-26,3084.92,3109.7,3001.88,3075.62,11642570
2022-12-27,3077.62,3147.96,3036.06,3082.51,14507188
2022-12-28,3131.76,3167.6,3062.9,3133.51,14651219
2022-12-29,3116.72,3154.59,3058.43,3111.26,3949908
2022-12-30,3168.84,3230.47,3111.57,3168.56,7476625
2023-01-02,3205.42,3254.11,3163.4,3193.88,13402488
2023-01-03,3224.08,3291.82,3183.61,3212.32,2931441
2023-01-04,3204.86,3251.25,3150.0,3220.64,1265033
2023-01-05,3222.39,3272.09,3156.68,3213.45,14116769
2023-01-06,3251.59,3308.79,3195.83,3252.86,12741085
2023-01-09,3274.22,3334.21,3186.7,3258.29,14716680
2023-01-10,3194.53,3221.04,3166.21,3195.07,13313453
2023-01-11,3175.63,3223.57,3125.94,3160.25,10524338
2023-01-12,3163.28,3206.89,3088.38,3155.25,7499998
2023-01-13,3157.96,3199.14,3110.0,3165.92,10545257
2023-01-16,3166.25,3210.9,3092.61,3165.04,6462774
2023-01-17,3220.31,3241.96,3164.69,3204.54,6818812
2023-01-18,3154.2,3195.1,3072.02,3142.97,13090693
2023-01-19,3135.74,3220.14,3131.79,3148.42,7111053
2023-01-20,3098.52,3142.81,3063.12,3092.14,1842329
2023-01-23,3111.77,3171.55,3063.0,3116.59,10582190
2023-01-24,3099.26,3162.5,3072.79,3114.62,8743343
2023-01-25,3125.65,3147.52,3107.48,3128.67,10277584
2023-01-26,3094.42,3132.61,3059.47,3102.65,10980178
2023-01-27,3153.38,3190.0,3075.74,3143.35,1174588
2023-01-30,3171.96,3212.73,3121.77,3177.13,4773618
2023-01-31,3207.2,3224.33,3170.72,3196.73,8636805
2023-02-01,3177.71,3241.83,3154.97,3193.66,12974462
2023-02-02,3207.09,3250.08,3174.75,3213.26,2530332
2023-02-03,3183.39,3224.09,3167.19,3191.65,13707658
2023-02-06,3211.49,3266.05,3197.14,3220.07,5739023
2023-02-07,3260.17,3299.41,3252.68,3274.31,8527837
2023-02-08,3300.16,3388.5,3234.04,3310.52,2033290
2023-02-09,3289.37,3361.03,3241.13,3287.54,5625535
2023-02-10,3293.72,3363.82,3266.98,3300.61,14338310
2023-02-13,3256.43,3282.34,3226.98,3259.12,7847129
2023-02-14,3274.93,3346.24,3236.78,3278.97,12835157
2023-02-15,3307.34,3364.67,3223.57,3294.95,8458136
2023-02-16,3247.67,3300.4,3205.28,3234.56,4158546
2023-02-17,3197.96,3221.47,3164.3,3198.19,9870046
2023-02-20,3184.92,3247.37,3116.07,3190.34,5768424
2023-02-21,3169.43,3250.95,3131.91,3181.94,7070243
2023-02-22,3158.93,3196.7,3076.99,3144.67,12094038
2023-02-23,3144.21,3214.72,3100.47,3158.1,2258542
2023-02-24,3160.85,3212.13,3089.22,3167.26,10509388
2023-02-27,3155.94,3211.58,3108.59,3162.33,11531544
2023-02-28,3134.02,3157.51,3095.69,3139.65,8349953
2023-03-01,3163.15,3230.23,3133.79,3173.8,5072091
2023-03-02,3236.72,3248.98,3189.72,3227.58,10692748
2023-03-03,3201.11,3257.27,3186.66,3213.24,14196706
2023-03-06,3199.15,3229.51,3128.74,3194.84,8414440
2023-03-07,3199.71,3262.89,3139.24,3211.79,4793868
2023-03-08,3187.82,3226.12,3176.05,3201.57,11177310
2023-03-09,3211.47,3258.61,3128.43,3198.37,13085332
2023-03-10,3213.32,3290.67,3205.56,3223.3,2591711
2023-03-13,3173.21,3189.19,3137.27,3163.04,2628853
2023-03-14,3207.44,3228.72,3157.97,3206.0,3058721
2023-03-15,3196.07,3235.0,3192.37,3209.62,2960391
2023-03-16,3212.25,3269.78,3123.98,3197.69,5657448
2023-03-17,3188.03,3245.86,3135.59,3196.12,8392367
2023-03-20,3207.69,3242.04,3157.09,3196.19,7156225
2023-03-21,3131.73,3164.56,3085.58,3142.14,5076773
2023-03-22,3201.66,3247.77,3169.85,3190.37,6393333
2023-03-23,3177.42,3264.36,3117.33,3192.96,14482663
2023-03-24,3208.76,3277.57,3163.43,3208.38,5512121
2023-03-27,3248.92,3296.96,3197.47,3240.19,11508708
2023-03-28,3222.34,3229.26,3170.06,3208.39,7908008
2023-03-29,3238.05,3248.23,3160.72,3224.85,9447680
2023-03-30,3227.78,3236.76,3160.52,3217.5,12864040
2023-03-31,3258.62,3278.96,3219.64,3246.02,4883337
2023-04-03,3168.68,3202.76,3111.18,3178.24,6900726
2023-04-04,3169.49,3208.74,3149.46,3176.34,3163843
2023-04-05,3151.77,3198.55,3115.02,3158.44,3762594
2023-04-06,3169.42,3249.03,3142.36,3173.32,13423549
2023-04-07,3186.06,3244.35,3155.25,3189.47,8686281
2023-04-10,3169.54,3236.88,3102.07,3168.13,5201390
2023-04-11,3136.08,3207.22,3103.91,3146.78,9778570
2023-04-12,3150.52,3167.3,3120.46,3144.5,14175053
2023-04-13,3107.14,3178.98,3066.51,3117.51,4477899
2023-04-14,3138.97,3177.96,3127.11,3144.93,12812396
2023-04-17,3134.61,3190.24,3084.49,3134.5,10190288
2023-04-18,3053.58,3080.54,2977.13,3044.55,5131279
2023-04-19,3041.54,3109.99,2982.05,3034.27,11247842
2023-04-20,3008.25,3034.73,2985.95,3003.87,10331137
2023-04-21,2945.79,2987.25,2900.97,2955.97,14346122
2023-04-24,2921.84,2989.43,2898.16,2920.46,13328616
2023-04-25,2912.64,2940.77,2903.14,2924.71,10975746
2023-04-26,2960.97,3020.74,2911.26,2964.61,3086172
2023-04-27,2972.37,3032.97,2905.52,2974.94,2365265
2023-04-28,2944.33,3022.21,2926.85,2957.94,13318739
2023-05-01,2965.73,3045.24,2916.66,2972.45,4242222
2023-05-02,2973.31,3032.37,2932.17,2959.82,9504589
2023-05-03,2953.61,2958.81,2892.79,2940.27,13599216
2023-05-04,2903.02,2969.64,2862.85,2907.32,8322933
2023-05-05,2844.3,2908.57,2830.37,2857.35,10710622
2023-05-08,2838.01,2898.25,2797.74,2847.15,9677177
2023-05-09,2849.5,2874.16,2806.54,2852.57,10112679
2023-05-10,2863.5,2902.06,2800.91,2850.73,4256505
2023-05-11,2829.59,2909.78,2789.65,2839.78,9791249
2023-05-12,2821.22,2879.19,2773.06,2813.81,5812056
2023-05-15,2820.71,2870.82,2806.8,2831.79,14545406
2023-05-16,2808.81,2811.56,2745.7,2795.35,4776764
2023-05-17,2814.55,2852.39,2776.98,2817.89,2515538
2023-05-18,2798.16,2850.55,2758.15,2790.48,12288283
2023-05-19,2765.93,2823.01,2715.96,2770.29,12788510
2023-05-22,2733.94,2769.19,2677.35,2730.45,5849666
2023-05-23,2709.16,2734.12,2700.33,2717.53,4399618
2023-05-24,2735.08,2781.95,2715.89,2744.79,7725630
2023-05-25,2771.78,2799.38,2722.56,2759.69,4404629
2023-05-26,2799.08,2853.14,2753.86,2787.44,3192848
2023-05-29,2813.59,2852.68,2734.3,2802.73,3773219
2023-05-30,2776.0,2803.66,2737.48,2772.52,5864912
2023-05-31,2772.57,2806.91,2723.12,2764.05,2644173
2023-06-01,2731.35,2760.52,2704.54,2743.18,10357832
2023-06-02,2775.75,2848.33,2730.83,2780.35,12156157
2023-06-05,2742.62,2781.26,2683.52,2747.74,5261725
2023-06-06,2776.7,2813.31,2714.34,2772.94,9625044
2023-06-07,2794.31,2832.21,2781.59,2798.34,6545636
2023-06-08,2840.15,2903.32,2802.21,2850.17,6780618
2023-06-09,2841.86,2890.92,2794.64,2839.12,6252371
2023-06-12,2868.94,2915.17,2791.47,2859.95,3214178
2023-06-13,2922.36,2956.13,2854.86,2925.81,1074804
2023-06-14,2897.64,2941.24,2877.34,2908.33,13045998
2023-06-15,2855.58,2885.77,2823.49,2864.27,3976877
2023-06-16,2803.6,2861.89,2769.31,2810.98,4789514
2023-06-19,2825.88,2847.96,2774.53,2831.55,5957107
2023-06-20,2782.72,2825.86,2750.67,2778.75,2972871
2023-06-21,2771.7,2830.91,2709.0,2768.91,2940483
2023-06-22,2786.95,2844.96,2722.53,2781.5,3911898
2023-06-23,2783.29,2826.09,2743.13,2787.12,9875943
2023-06-26,2808.51,2839.16,2745.49,2799.44,6227365
2023-06-27,2797.81,2824.46,2749.85,2806.11,8689262
2023-06-28,2841.56,2894.78,2808.06,2842.44,4509163
2023-06-29,2824.27,2876.13,2782.06,2815.8,12776559
2023-06-30,2788.2,2824.82,2773.34,2797.14,7825711
2023-07-03,2765.1,2813.2,2729.72,2775.93,2261402
2023-07-04,2810.09,2860.31,2733.46,2799.35,14936852
2023-07-05,2820.49,2888.6,2769.76,2824.92,13263859
2023-07-06,2843.25,2866.02,2822.7,2838.03,13229115
2023-07-07,2858.33,2917.95,2834.41,2871.96,10755459
2023-07-10,2843.86,2863.59,2807.8,2838.47,11967690
2023-07-11,2880.81,2906.43,2814.39,2886.11,3126028
2023-07-12,2917.37,2998.44,2887.5,2930.39,3985032
2023-07-13,2955.5,3015.46,2880.66,2952.25,4077195
2023-07-14,2997.36,3065.86,2964.24,3005.15,3326344
2023-07-17,2952.31,2973.32,2936.19,2955.66,12845708
2023-07-18,2928.09,3004.75,2923.87,2940.42,14886255
2023-07-19,2908.76,2959.23,2877.64,2919.06,7103807
2023-07-20,2934.42,2975.2,2893.8,2940.36,11738073
2023-07-21,2897.78,2956.07,2891.97,2909.72,2076837
2023-07-24,2944.02,2952.0,2898.18,2931.98,8446633
2023-07-25,2957.69,3032.22,2901.92,2972.37,6717467
2023-07-26,2992.75,3043.07,2946.29,2993.24,12488057
2023-07-27,2990.61,3028.13,2941.3,3001.92,12499607
2023-07-28,2966.73,2998.5,2926.07,2972.45,10926354
2023-07-31,2960.0,2973.04,2900.61,2947.45,2629040
2023-08-01,2974.34,3002.76,2944.57,2984.43,11800204
2023-08-02,3021.85,3058.24,2954.11,3007.84,11628172
2023-08-03,2997.96,3072.38,2941.52,3006.81,4663289
2023-08-04,3001.61,3010.4,2949.68,2994.38,13577307
2023-08-07,2935.21,2951.38,2909.2,2933.84,3916596
2023-08-08,2913.69,2950.29,2868.51,2902.53,8966473
2023-08-09,2959.71,3021.38,2904.18,2958.11,7185941
2023-08-10,2921.34,2954.01,2901.96,2920.33,5127436
2023-08-11,2917.04,2961.04,2906.18,2925.95,14481672
2023-08-14,2945.64,3005.53,2893.99,2955.5,11854541
2023-08-15,2930.64,2949.08,2847.82,2918.49,5866940
2023-08-16,2918.91,2940.12,2894.19,2923.94,4462511
2023-08-17,2947.65,3009.58,2926.49,2951.42,1384083
2023-08-18,2959.51,3003.54,2935.19,2951.84,9920206
2023-08-21,3031.67,3087.01,3014.69,3036.56,6607968
2023-08-22,2999.43,3045.16,2947.15,2985.93,7769552
2023-08-23,3024.76,3073.42,2974.13,3017.58,11667453
2023-08-24,3015.34,3039.87,2938.77,3012.4,10054860
2023-08-25,3047.24,3072.26,2974.76,3035.68,4050798
2023-08-28,3035.37,3072.04,3000.9,3049.1,3536047
2023-08-29,3019.41,3049.76,2989.14,3026.76,7464143
2023-08-30,3032.65,3089.91,2991.68,3033.71,12712961
2023-08-31,2969.23,3043.37,2947.15,2977.36,4254992
2023-09-01,3002.63,3067.98,2937.21,2995.33,5797663
2023-09-04,3016.86,3057.04,2963.11,3004.27,10084970
2023-09-05,3021.15,3049.71,2953.2,3023.46,7269191
2023-09-06,3050.63,3077.19,3004.35,3055.45,14702146
2023-09-07,3080.84,3131.88,3036.03,3066.69,13850443
2023-09-08,3069.54,3122.14,3037.04,3071.23,4535443
2023-09-11,3043.84,3097.03,3028.38,3044.17,2932303
2023-09-12,3018.0,3084.84,2963.72,3022.49,3751821
2023-09-13,3070.88,3116.67,3012.37,3058.36,8314895
2023-09-14,3104.43,3169.57,3045.18,3102.29,7525940
2023-09-15,3103.02,3113.86,3044.8,3094.9,1426941
2023-09-18,3105.98,3158.1,3071.99,3096.33,13262378
2023-09-19,3063.47,3135.88,3033.6,3068.32,5850224
2023-09-20,3102.26,3137.6,3081.49,3104.31,1386354
2023-09-21,3135.87,3180.63,3059.58,3124.98,12328757
2023-09-22,3181.3,3221.6,3161.66,3185.66,6506336
